property_name,room_count,room_type,city,country,locality,state
Pearl Corporate Residency - Near Int Airport,4,Deluxe Single Room,Chennai,INDIA,Airport Zone,TamilNadu
Hotel Rajkamal,34,Standard Double Bed Non AC,Deoghar,INDIA,Deoghar,Jharkhand
Orchid Square,14,Deluxe Room,Coonoor,INDIA,Coonoor,TamilNadu
Hotel Navaratna,43,Super Deluxe A/c Room,Coimbatore,INDIA,City Centre,TamilNadu
The Homestead Resort,5,Deluxe Suite Room,Corbett,INDIA,Ram Nagar,Uttaranchal
Mayfair Hill Resort,44,Deluxe,Darjeeling,INDIA,The Mall,WestBengal
Hotel Sunny View,4,Single Room,Dalhousie,INDIA,Panjpulla,HimachalPradesh
Hotel Pradhan Residency,23,Double Room,Darjeeling,INDIA,Chauk Bazaar,WestBengal
Kabila Resort By World Choice,13,Deluxe Room,Corbett,INDIA,Mohaan,Uttaranchal
Vista Rooms at Hill Road,20,Standard Room Non AC,Coorg,INDIA,Madikeri,Karnataka
Sunvalley Homestay,12,Honeymoon Suite,Coonoor,INDIA,Coonoor,TamilNadu
Corbett Heaven Resort,10,Deluxe Cottage,Corbett,INDIA,Marchula,Uttaranchal
Aarti Home Stay,3,Suite Room,Coorg,INDIA,Madikeri,Karnataka
O'land Plantation,7,Estate House,Coonoor,INDIA,,TamilNadu
Jungle Eco Resort,22,Cottages,Corbett,INDIA,Pawalgarh,Uttaranchal
Hotel Darjeeling Palace,19,Standard Tripple Bed Room,Darjeeling,INDIA,The Mall,WestBengal
Motel Lalit Palace,55,VIP Room,Dehradun,INDIA,Near ONGC Office,Uttaranchal
OYO Premium Figure Of Eight Road,15,Premium Room,Coonoor,INDIA,Coonoor,TamilNadu
Blue Stones Service Apartments,10,Deluxe Room,Coimbatore,INDIA,Avinashi Road,TamilNadu
Hotel Pleasure Palace,24,Standard Room Non AC,Darjeeling,INDIA,Chauk Bazaar,WestBengal
OYO Rooms Ramnagar Off Cross Cut Road,15,Standard Room,Coimbatore,INDIA,City Centre,TamilNadu
Hotel Ranjeet Sagar View,16,Deluxe Room,Dalhousie,INDIA,Court Road,HimachalPradesh
Shree Lakshmi Guest House,11,Deluxe A/C Room,Dehradun,INDIA,Rajpur Road,Uttaranchal
Hotel Country Resort,14,Deluxe Room,Dalhousie,INDIA,Subhash Chowk,HimachalPradesh
Vista Rooms at Seaface Road,32,Standard Room,Daman,INDIA,MG Marg - Sea Face,DamanandDiu
The Serai,29,The Estate Villa,Chikmaglur,INDIA,IG Road,Karnataka
Hotel Rennuka,20,Standard Room A/C,Coimbatore,INDIA,Barathiar Road,TamilNadu
Hotel President Dalhousie,40,Deluxe Room,Dalhousie,INDIA,Panjpulla,HimachalPradesh
Zip Rooms Kushalnagar - Coorg,0,Standard Room AC,Coorg,INDIA,Kushalnagar,Karnataka
Hotel Coorg Regency,22,AC Deluxe Double Bed,Coorg,INDIA,Madikeri,Karnataka
Sapthagiri Nest,20,Standard Room Non AC,Coimbatore,INDIA,City Centre,TamilNadu
Summit Grace Hotel And Spa,16,Deluxe Room,Darjeeling,INDIA,Jalapahar Road,WestBengal
Jaagar- The Spirit Of Corbett,9,Rustic Family Cottage,Corbett,INDIA,Ram Nagar,Uttaranchal
The Riverview Resort,37,Deluxe Room,Chiplun,INDIA,Parshuram Temple,Maharashtra
Thanmaya Homestay,4,Dormitory,Chikmaglur,INDIA,Mullayanagiri Road,Karnataka
Saradharam Eco Resort,10,Standard Room AC,Chidambaram,INDIA,Pichavaram,TamilNadu
Vista Rooms at Valankulam Lake,45,Standard Room AC,Coimbatore,INDIA,Avinashi Road,TamilNadu
Hotel Meedos Grand,31,Club Class Room,Dehradun,INDIA,Rajpur Road,Uttaranchal
Hotel Chutney Merry,22,Deluxe Room,Dehradun,INDIA,Near ONGC Office,Uttaranchal
Hotel Dalhousie View,14,Standard Room,Dalhousie,INDIA,Subhash Chowk,HimachalPradesh
Hotel Shiva Residency,18,Super Deluxe Room,Dehradun,INDIA,Rajpur Road,Uttaranchal
Bella Vista,6,Lily,Coonoor,INDIA,Coonoor,TamilNadu
Hotel Him Dhara,12,Standard Room,Dalhousie,INDIA,Church Baloon Road,HimachalPradesh
Dekeling Resort,4,Super Deluxe Room,Darjeeling,INDIA,Gandhi Marg,WestBengal
Hotel Surya Resorts,20,Semi Deluxe,Dalhousie,INDIA,Church Baloon Road,HimachalPradesh
Corbett River Creek,22,Creek Room,Corbett,INDIA,Marchula,Uttaranchal
Hotel Durai,10,Standard Room AC,Cuddalore,INDIA,Near Bus Stand,TamilNadu
El Divino Holiday Homes,5,Town View Suite,Coonoor,INDIA,Coonoor,TamilNadu
The Hotel Bans,40,Standard Room A/C,Chittoor,INDIA,Pantrampalli Village,AndhraPradesh
Pondaavare Homestay,0,Deluxe Room,Coorg,INDIA,Madikeri,Karnataka
Hotel Marvel International,25,Double Deluxe,Darjeeling,INDIA,Chauk Bazaar,WestBengal
Hotel Mongas,32,Deluxe room,Dalhousie,INDIA,The Mall,HimachalPradesh
Hotel Royal Chambers,30,Deluxe Room,Coimbatore,INDIA,Avinashi Road,TamilNadu
The Fortune,36,Executive Room,Coimbatore,INDIA,City Centre,TamilNadu
Misty Woods Resort,12,The Mansion House,Coorg,INDIA,Kakkabe,Karnataka
Aatu Homestay,4,Standard,Coorg,INDIA,Madikeri,Karnataka
OYO Rooms Railway Station Raja Road 2,15,Standard Ac Room,Dehradun,INDIA,Railway Station,Uttaranchal
Hotel Vijaisuriya,26,Standard Room AC,Cuddalore,INDIA,Manjakuppam,TamilNadu
Vista Rooms at Race Course,39,Standard Room,Coimbatore,INDIA,City Centre,TamilNadu
Sandy Resort,0,A/C Deluxe 4 Bed,Daman,INDIA,Devka Beach,DamanandDiu
Chethan Homestay,4,Standard Room,Coorg,INDIA,Madikeri,Karnataka
Achaiah S Homestay,2,Deluxe Room,Coorg,INDIA,Madikeri,Karnataka
The Orchid,22,Double Room Ac,Chikmaglur,INDIA,IG Road,Karnataka
Ginger Home Stay,4,Standard Room,Coorg,INDIA,Madikeri,Karnataka
Hotel G P Grand,21,Standard Room,Dehradun,INDIA,Railway Station,Uttaranchal
Legends Inn,48,Standard A/c Room,Coimbatore,INDIA,City Centre,TamilNadu
Viramma Villa,12,Luxury,Dead City,INDIA,Jalapahar Road,
Hill Paradise Regency,26,Deluxe Room,Dehradun,INDIA,Rajpur Road,Uttaranchal
Singtom Resort,4,Large Suite,Darjeeling,INDIA,Singtom,WestBengal
Hotel Zodiac,8,Standard Room Non AC,Darjeeling,INDIA,Gandhi Marg,WestBengal
Silent Valley Cottages,8,Cottage Room,Coorg,INDIA,Madikeri,Karnataka
Sigma Service Apartment,7,Deluxe Room Family Room,Coimbatore,INDIA,Avinashi Road,TamilNadu
SPR Inn,28,The Elegance Non A/c,Coimbatore,INDIA,City Centre,TamilNadu
Hotel Jazira,25,Sea View Room,Daman,INDIA,Devka Beach,DamanandDiu
Hotel Golden Oyster,32,Executive Room,Dehradun,INDIA,Near ISBT Bus Stand,Uttaranchal
Resort De Coracao Corbett,60,Luxury Room,Corbett,INDIA,Dhela Village,Uttaranchal
SBS Grand,30,Standard Room,Coimbatore,INDIA,Avinashi Road,TamilNadu
Corbett Jungle Lore,7,Cottage Room,Corbett,INDIA,Ram Nagar,Uttaranchal
Hotel Grace Mount,20,Deluxe Room,Dalhousie,INDIA,Bakrota Hills,HimachalPradesh
OYO Premium Gandhi Chowk,15,Premium Room,Dalhousie,INDIA,Near Gandhi Chowk,HimachalPradesh
Vista Rooms at Coimbatore Junction,48,Standard Room,Coimbatore,INDIA,Avinashi Road,TamilNadu
Taarini Camp Corbett,5,Deluxe Camp,Corbett,INDIA,Marchula,Uttaranchal
Hotel Rithanns,28,Deluxe A/c,Coimbatore,INDIA,Karumathampatti,TamilNadu
Lall Ji Tourist Resort,13,Family Suite,Dalhousie,INDIA,Lovers Lane,HimachalPradesh
Central Heritage Resort & Spa Darjeeling,46,Suite,Darjeeling,INDIA,The Mall,WestBengal
Vista Apartments at CIT Nagar,3,Standard Room AC,Chennai,INDIA,T Nagar-City Centre,TamilNadu
Brys Caves,37,Executive Cave,Corbett,INDIA,Mohaan,Uttaranchal
OYO Premium Lovers Lane Dalhousie,15,Premium Room,Dalhousie,INDIA,Lovers Lane,HimachalPradesh
Leisure Vacations Coorg Heights Resort,0,Superior Room,Coorg,INDIA,,Karnataka
Prashanti Resort,9,Family Room,Coorg,INDIA,Madikeri,Karnataka
Club Mahindra Corbett,20,Hotel Unit (Superior Room),Corbett,INDIA,Garjia,Uttaranchal
Hotel Kirti Plaza,15,Standard Room Non AC,Chittorgarh,INDIA,Chittorgarh,Rajasthan
Beanstalk Bagmane - Homestay,4,Double Room,Chikmaglur,INDIA,Bagmane Estate,Karnataka
Hotel Caveri,25,Super Deluxe Triple Room,Coorg,INDIA,Madikeri,Karnataka
Mount Hotel,20,Economy Non A/c,Coimbatore,INDIA,City Centre,TamilNadu
Corbett Fun Resort,15,Pool Cottage,Corbett,INDIA,Ram Nagar,Uttaranchal
Parfait The Roar Resort,30,The Roar Premium,Corbett,INDIA,Dhela Village,Uttaranchal
Hotel Classic International,39,Double Executive Room,Dehradun,INDIA,Rajpur Road,Uttaranchal
Hotel Ravi Mayur International,24,Double Non A/c Room,Chitradurga,INDIA,National Highway 4,Karnataka
Lotus Beach Resort,40,Deluxe Room,Dapoli,INDIA,Dapoli,Maharashtra
MK Residency,16,One BHK,Coimbatore,INDIA,City Centre,TamilNadu
OYO Rooms Clock Tower Tehsil Chowk,15,Standard Room,Dehradun,INDIA,Race Course Road,Uttaranchal
Hotel Ashrey,35,Standard Non A.C Room,Dehradun,INDIA,Railway Station,Uttaranchal
SK Residency,44,Standard Non A/c,Coimbatore,INDIA,City Centre,TamilNadu
OYO Rooms Railway Junction,15,Standard Room AC,Coimbatore,INDIA,Devi & Company lane,TamilNadu
OYO Rooms Near Devka Beach,0,Standard Room,Daman,INDIA,Devka Beach,DamanandDiu
Vimal Garden Home Stay,3,Standard Cottage,Dandeli,INDIA,Dandeli,Karnataka
Corbett Treff,10,Superior Cottage,Corbett,INDIA,Dhikuli,Uttaranchal
JiJi's Castle,15,AC Double,Courtrallam,INDIA,Near Bus Terminus,TamilNadu
Viceroy Hotel,39,Attic Premium,Darjeeling,INDIA,Gandhi Marg,WestBengal
Hotel The Emerald,32,Executive Room,Daman,INDIA,MG Marg - Sea Face,DamanandDiu
Hotel Centre Park,32,Royal Suite,Coimbatore,INDIA,Barathiar Road,TamilNadu
Toshali Pushpagiri Resort,26,Double,Cuttack,INDIA,Pathrajpur,Orissa
OYO Premium Gandhipuram Avinashi Road,15,Standard Room,Coimbatore,INDIA,Avinashi Road,TamilNadu
Hotel Residency,10,Double Bed,Darjeeling,INDIA,Gandhi Marg,WestBengal
Shanthi Castle International Premium Hotel,32,Castle Club Non A/C Room,Coorg,INDIA,Kushalnagar,Karnataka
West Wind Breeze Coorg,6,Standard Room,Coorg,INDIA,Madikeri,Karnataka
Hotel Gomti Residency,18,Superior Room AC,Dehradun,INDIA,Railway Station,Uttaranchal
Hotel Bajaj Inn,12,Standard Double Bed Non AC,Dehradun,INDIA,Near ONGC Office,Uttaranchal
Hotel Samrat Dalhousie,13,Deluxe Room,Dalhousie,INDIA,Panjpulla,HimachalPradesh
Hotel Central Palace,23,Executive Room - King Bed,Dehradun,INDIA,Rajpur Road,Uttaranchal
Hotel RR Grand,20,Non AC Room,Coimbatore,INDIA,Singanallur,TamilNadu
GreenHouse Homestay,4,Deluxe Room,Coorg,INDIA,Kushalnagar,Karnataka
Chilipili Estate Stay,3,Cottage,Coorg,INDIA,Siddapur,Karnataka
Hariharan Residency,60,Single AC Room,Chennai,INDIA,Poonamallee,TamilNadu
Winsome Resort & Spa,24,Premium Room,Corbett,INDIA,Corbett Fall Road Ramnager,Uttaranchal
Vista Apartment at Lakshmi Mills,15,Standard Room,Coimbatore,INDIA,Avinashi Road,TamilNadu
Nadiya Parao Resort -On Stop Sell,30,Super Deluxe Cottage,Corbett,INDIA,Dhikuli,Uttaranchal
Hotel Atithi,27,Super Luxury Room,Dehradun,INDIA,Railway Station,Uttaranchal
Holidayincoorg Orchid Villa,2,Deluxe Room,Coorg,INDIA,Madikeri,Karnataka
Hotel Sukh Sagar,18,Standard Room Non AC,Daman,INDIA,Navi Ori,DamanandDiu
Plantation Trails by Tata Coffee,10,Deluxe Room,Coorg,INDIA,Pollibetta,Karnataka
Doon Guest House,10,Non A.C Room,Dehradun,INDIA,Near ISBT Bus Stand,Uttaranchal
Inderlok Hotel,48,Deluxe Room,Dehradun,INDIA,Rajpur Road,Uttaranchal
Hotel Rockville,14,Deluxe Room,Darjeeling,INDIA,Gandhi Marg,WestBengal
Hotel Orchid Residency,10,Deluxe Room,Darjeeling,INDIA,Gandhi Marg,WestBengal
Green Cove,9,Standard Room,Coorg,INDIA,Madikeri,Karnataka
Hotel Hill View,12,Deluxe Non AC,Dehradun,INDIA,,Uttaranchal
Tourist Bungalow-MPTDC,17,AC Room,Chitrakoot,INDIA,Chitrakoot,MadhyaPradesh
Pahari Soul,4,Deluxe,Darjeeling,INDIA,Hill Cart Road Vicinity,WestBengal
Hotel Shree Ji Chittorgarh,31,Deluxe  Ac Room,Chittorgarh,INDIA,Chittorgarh,Rajasthan
Samsara The Resort & Club,52,Luxury Room,Corbett,INDIA,Ram Nagar,Uttaranchal
Paatlidun Safari Lodge,12,Luxury cottage,Corbett,INDIA,Mohaan,Uttaranchal
OYO Premium Corbett In Dhikuli,15,Standard Room,Corbett,INDIA,Dhikuli,Uttaranchal
Hotel Shivam International,0,Economy Room,Deoghar,INDIA,Deoghar,Jharkhand
Hotel Golden Dolma & Spa,20,Super Deluxe,Darjeeling,INDIA,Cooch Behar Road,WestBengal
STARiHOTELS Chindwara,0,Standard Room,Chhindwara,INDIA,,MadhyaPradesh
Hotel Aanandan Residency,15,Standard Non AC Room,Dehradun,INDIA,Haridwar By Pass Road,Uttaranchal
Kaveri Estate Stay,11,Standard Room 1,Coorg,INDIA,Madikeri,Karnataka
Hotel Sai Regency,17,Deluxe Room,Daman,INDIA,Devka Beach,DamanandDiu
Vista Apartments at T Nagar 2,12,Standard Room AC,Chennai,INDIA,T Nagar-City Centre,TamilNadu
Apple Park,28,Apple Comfort,Coimbatore,INDIA,City Centre,TamilNadu
Hotel Annexe,33,Family Room,Dehradun,INDIA,Rajpur Road,Uttaranchal
OYO Premium Gandhi Road,15,Premium Room,Darjeeling,INDIA,Gandhi Marg,WestBengal
Corbett Comfortable Resort,14,Deluxe Room,Corbett,INDIA,Corbett Fall Road Ramnager,Uttaranchal
Century Resort Dandeli,17,Standard Cottage,Dandeli,INDIA,Dandeli,Karnataka
Hotel New Palace,15,Deluxe Room,Dead City,INDIA,Subhash Chowk,
Karan's Corbett Motel,18,Luxury Rooms,Corbett,INDIA,Ram Nagar,Uttaranchal
Corbett Wild Iris Spa & Resort,27,Tiger Suite,Corbett,INDIA,Ram Nagar,Uttaranchal
Balkis Homestay,3,Double Room,Coorg,INDIA,Madikeri,Karnataka
Vista Rooms at Dadabhai Garden,34,Standard Room,Dahej,INDIA,Railway Station Road,Gujarat
Malji Ka Kamra,15,Deluxe Room,Churu,INDIA,Churu,Rajasthan
Vista Rooms at The Nest,6,Standard Room Non AC,Coonoor,INDIA,,TamilNadu
Spice Village Bungalow,2,Bungalow,Coorg,INDIA,Madikeri,Karnataka
Vishranti A Doon Valley Resort,8,Family Suite,Dehradun,INDIA,Prem Nagar,Uttaranchal
Hotel Doma Residency,0,Super Deluxe,Gangtok,INDIA,Central Gangtok,Sikkim
Hotel Shree Darshan,24,Royal Suite,Dwarka,INDIA,Near Dwarkadhish Temple,Gujarat
Hotel Palbheu,0,Double Bed Room,Gangtok,INDIA,,Sikkim
OYO Premium Oscar Super Market Majorda,15,Standard Room AC,Goa,INDIA,Majorda Beach-South Goa,Goa
Cocohut Resort,20,Deluxe Double Room,Diveagar,INDIA,Diveagar Beach,Maharashtra
Hotel Dolphin,47,Four Bed Non AC,Digha,INDIA,Old Digha,WestBengal
Hotel Krishna Sea View Deluxe,21,AC Super Deluxe Room,Ganpatipule,INDIA,Ganpatipule,Maharashtra
Hotel Anand Palace,32,Standard,Dharamshala,INDIA,Bhagsunag,HimachalPradesh
Hotel Darbar International,27,Standard Room Non AC,Gaya,INDIA,Gaya Junction/ Station Road,Bihar
OYO Rooms Margao Opp KFC,15,Standard Room AC,Goa,INDIA,Margao-South Goa,Goa
OYO Rooms Upper Sichey Link Road Gangtok,15,Standard Room Non AC,Gangtok,INDIA,Paljor Stadium Road,Sikkim
Denzong Inn,14,Double Room,Gangtok,INDIA,Central Gangtok,Sikkim
Sai Residency Anjuna,8,Standard Room AC,Goa,INDIA,Anjuna Beach-North Goa,Goa
Hotel Misty Oak,12,Deluxe Room,Gangtok,INDIA,Arithang,Sikkim
OYO Rooms MG Marg 3,0,Standard Room Non AC,Gangtok,INDIA,,Sikkim
Ekant Lodge,12,Budget Room With Balcony,Dharamshala,INDIA,Mcleodganj Mall,HimachalPradesh
Hotel Pink White,12,Standard Double Room,Dharamshala,INDIA,Mcleodganj,HimachalPradesh
Awara Camp and Retreats,17,Deluxe Tent,Dhanaulti,INDIA,Dhanaulti,Uttaranchal
Hotel German Palace,36,Economy Rooms,Gandhinagar,INDIA,Airport Gandhi Nagar Highway.,Gujarat
Hotel Parijayee,21,Deluxe Room Single,Digha,INDIA,Old Digha,WestBengal
The Royal Residency,17,Standard Room,Gangtok,INDIA,Deorali,Sikkim
Hotel Sher-E-Punjab,13,Executive,Gangtok,INDIA,Arithang,Sikkim
Hotel Durvankur,20,AC Room,Ganpatipule,INDIA,Ganpatipule,Maharashtra
Seasons Hotels & Resorts,36,Premier Room,Goa,INDIA,Margao-South Goa,Goa
Hotel Dwarkesh,29,Suite,Dwarka,INDIA,Near Dwarkadhish Temple,Gujarat
Hotel Hill Castle,10,Deluxe Room,Gangtok,INDIA,Deorali,Sikkim
Keshav Clarks inn Gadag,50,Superior Room,Gadag,INDIA,Near Bus Terminus,Karnataka
Dal Lake Resort,20,Super Deluxe,Dharamshala,INDIA,Naddi Village,HimachalPradesh
Hotel Tara Palace,58,Deluxe,Gangtok,INDIA,Central Gangtok,Sikkim
OYO Premium Kaushambi Metro Station,15,Standard Room AC,Ghaziabad,INDIA,East Delhi-Kaushambi,UttarPradesh
Paradise Village Beach Resort,82,AC Suite,Goa,INDIA,Calangute Beach-North Goa,Goa
Jes Guest House,4,Non A.c Standard Room,Goa,INDIA,Majorda Beach-South Goa,Goa
Hotel Rajeet,55,Super Deluxe,Digha,INDIA,New Digha,WestBengal
OYO Rooms Anjuna Good Health Chapel,0,Standard Room AC,Goa,INDIA,Anjuna Beach-North Goa,Goa
Hotel Omkar,14,Deluxe,Gangtok,INDIA,Central Gangtok,Sikkim
Maya Inn,16,Superior,Gangtok,INDIA,Deorali,Sikkim
Narayani Heights,120,Deluxe Room,Gandhinagar,INDIA,Airport Gandhi Nagar Highway.,Gujarat
Cygnett Inn Celestiial,20,Superior Room,Goa,INDIA,Candolim Beach-North Goa,Goa
Margao Residency,70,AC Room,Goa,INDIA,Margao-South Goa,Goa
Beachfront Villas,2,Luxury Villa Two Bed Room,Ganpatipule,INDIA,Ganpatipule,Maharashtra
Hotel Sewa Grand-Faridabad,82,Deluxe Room,Faridabad,INDIA,Faridabad-Mathura Road,Haryana
Utsav Resort,22,Deluxe,Durgapur,INDIA,GT Road,WestBengal
Hotel Royal Arya,8,Non A.C Room,Gaya,INDIA,Civil Lines/ Bus Stand,Bihar
Powring Guest House,11,Executive,Gangtok,INDIA,Developement Area,Sikkim
Hotel Sneha Maya,25,Standard Non AC,Digha,INDIA,Old Digha,WestBengal
OYO Rooms Deorali Road,15,Standard Room Non AC,Gangtok,INDIA,Deorali,Sikkim
OYO Rooms Dal Lake,15,Standard Room,Dharamshala,INDIA,Naddi Village,HimachalPradesh
Hotel New Castle,15,Deluxe Room,Gangtok,INDIA,Deorali,Sikkim
Manek The Ocean View,38,Comfort Room,Dwarka,INDIA,Near Gayatri Temple,Gujarat
Keepsa Residency,44,Suite Room,Gangtok,INDIA,Central Gangtok,Sikkim
Ginger Tree Beach Resort,50,A.c Standard,Goa,INDIA,Candolim Beach-North Goa,Goa
Hotel Lavish Inn,12,Deluxe Room,Dharamshala,INDIA,Mcleodganj Mall,HimachalPradesh
Hotel Elephanta Forest Resort,12,Standard Room Non AC,Dooars,INDIA,Gorumara National Park,WestBengal
Hotel Roxy Dx,19,Non A.C Room,Gaya,INDIA,Gaya Junction/ Station Road,Bihar
OYO Rooms Fort Road 2,15,Standard Room AC,Diu,INDIA,Fort Road,DamanandDiu
The Sanctuary - A Sterling Resort,26,Classic Room,Dharamshala,INDIA,Norbulingka,HimachalPradesh
The Queeny,60,The Queeny Room,Goa,INDIA,Bogmalo,Goa
Maximum Holiday Inn,24,Deluxe Room,Goa,INDIA,Anjuna Beach-North Goa,Goa
Hotel Ashooka Inn,12,Deluxe AC,Gandhinagar,INDIA,Airport Gandhi Nagar Highway.,Gujarat
ZBR Beach Resort,13,Superior Room,Goa,INDIA,Calangute Beach-North Goa,Goa
Rainbow's Suvarna Shree Resort,12,Standard Room AC,Diveagar,INDIA,Diveagar Beach,Maharashtra
Hotel Akashdeep,17,Standard,Dharamshala,INDIA,Mcleodganj,HimachalPradesh
UNA Comfort Great Himalayan Adventure Resort,13,Deluxe Cottage,Dharamshala,INDIA,Mcleodganj Mall,HimachalPradesh
Goan Clove,12,Double Deluxe En Suite,Goa,INDIA,Vagator Beach-North Goa,Goa
Clarks Inn Pacific Mall,35,Executive Room,Ghaziabad,INDIA,Vaishali-Sahibabad,UttarPradesh
One Hotel-Indirapuram,42,Deluxe Room,Ghaziabad,INDIA,Indirapuram,UttarPradesh
Hotel Royale India,15,Deluxe Room,Dharamshala,INDIA,Mcleodganj Mall,HimachalPradesh
Holiday Beach Resort By Adore,20,Standard,Goa,INDIA,Colva Beach-South Goa,Goa
Hotel Himalayan Heights,20,Deluxe room,Gangtok,INDIA,Paljor Stadium Road,Sikkim
Hotel Shivam Dwarka,42,Double Bed Non A/c,Dwarka,INDIA,Near Iskon Gate,Gujarat
WelcomHeritage Panjim Inn,24,Superior Room,Goa,INDIA,Panjim,Goa
Hotel View Point,28,Deluxe Room,Gangtok,INDIA,Central Gangtok,Sikkim
OYO Rooms Calangute Anjuna Road 2,15,Standard Room AC,Goa,INDIA,Calangute Beach-North Goa,Goa
Fisherman Guest House,14,Standard Non AC Room,Goa,INDIA,Baga Beach-North Goa,Goa
Hotel Cosy Inn,31,Standard Non AC,Digha,INDIA,Old Digha,WestBengal
Damodar Guest House,5,Deluxe Room,Goa,INDIA,Panjim,Goa
Hotel Rajmandir,30,Super Deluxe Room,Faridabad,INDIA,Neelam Bata Road,Haryana
Malhaar Club and Resort,36,Royal Deluxe Room,Gandhinagar,INDIA,,Gujarat
Lake View Resort,20,Standard Room Non AC,Dooars,INDIA,Jaldapara Forest,WestBengal
Hotel Wangdi,20,Double Room,Gangtok,INDIA,Central Gangtok,Sikkim
Royal Haathi Mahal,50,Deluxe Room,Goa,INDIA,Cavelossim Beach-South Goa,Goa
Club Mahindra Gangtok,19,Studio room,Gangtok,INDIA,Chandmari,Sikkim
OYO Premium Beside Radisson Blu Candolim,0,Standard Room,Goa,INDIA,Candolim Beach-North Goa,Goa
Molyma Resorts,42,Standard AC,Goa,INDIA,South Goa Vicinity,Goa
Tree of Life Jaagir Lodge,6,Luxury Room,Dudhwa National Park,INDIA,Palia Kalan,UttarPradesh
Radisson Blu Resort,132,Superior Room,Goa,INDIA,Cavelossim Beach-South Goa,Goa
Jarrs Renton Manor,50,Deluxe Room,Goa,INDIA,Arpora-North Goa,Goa
Hotel Berries,17,Diamond,Gangtok,INDIA,Arithang,Sikkim
Hotel New Orchid,26,Standard Room,Gangtok,INDIA,Developement Area,Sikkim
STARiHOTELS N.I.T Faridabad,0,Standard Room,Faridabad,INDIA,Neelam Bata Road,Haryana
Hotel Ricasa,20,Deluxe Room,Gangtok,INDIA,Burtuk,Sikkim
Pristine Resort,21,Deluxe Room,Diglipur,INDIA,,AndamanandNicobarIslands
OYO Rooms Jaipuria Mall Indirapuram,15,Standard Room AC,Ghaziabad,INDIA,Indirapuram,UttarPradesh
Dragon I Resort,12,Deluxe Rooms,Dharamshala,INDIA,Naddi Village,HimachalPradesh
Hotel Iswariyaa,33,Standard Room,Erode,INDIA,Near Bus Terminus,TamilNadu
Yarlam Portico,19,Deluxe Room,Gangtok,INDIA,Deorali,Sikkim
Holiday Village Resort & Spa,94,Executive AC Room,Gandhidham,INDIA,National Highway 8-A,Gujarat
Hotel Gokul,0,Deluxe Room,Gandhidham,INDIA,National Highway 8-A,Gujarat
Om Residency Dharamshala,20,Super Deluxe Room,Dharamshala,INDIA,Mcleodganj,HimachalPradesh
WelcomHeritage Panjim Peoples,4,Panjim People Superior Room,Goa,INDIA,Panjim,Goa
Hotel Samrat Residency,20,Standard Room,Gangtok,INDIA,Deorali,Sikkim
Dunes Holiday Village,20,Family Rooms,Goa,INDIA,North Goa Vicinity,Goa
Hotel Maurya Kangra,20,Super Deluxe A/c,Dharamshala,INDIA,Lower Dharamshala,HimachalPradesh
Veronica Guest House,20,Standard Non A/c,Goa,INDIA,Calangute Beach-North Goa,Goa
Hotel Radhe,8,Super Deluxe Room,Dwarka,INDIA,Rugnath Road,Gujarat
Hotel Prabhat,18,Standard Non AC Room,Firozabad,INDIA,Arya Nagar,UttarPradesh
Hotel Snow Retreat,10,Deluxe,Dharamshala,INDIA,Naddi Village,HimachalPradesh
Palolem Coconut Tree,12,Standard Cottage,Goa,INDIA,Palolem Beach-South Goa,Goa
Hotel Atrium Erode,44,Club Room,Erode,INDIA,Near Railway Terminus,TamilNadu
The Sojourn,10,Deluxe Room,Dharamshala,INDIA,Khanyara,HimachalPradesh
Hotel Bella Heights,26,Deluxe Room,Dharamshala,INDIA,Mcleodganj Mall,HimachalPradesh
The Tamarind Hotel,25,Standard Room,Goa,INDIA,Anjuna Beach-North Goa,Goa
The Fort Unchagaon- Garhmukteshwar,23,Heritage Villa,Garhmukteshwar,INDIA,Unchgaon,UttarPradesh
Mayfair Spa Resort & Casino,63,Deluxe Room,Gangtok,INDIA,Ranipool,Sikkim
Velvet Sunset Resort,13,Standard Huts Non AC,Goa,INDIA,South Goa Vicinity,Goa
Darya Sarang Palace,36,AC Rooms,Ganpatipule,INDIA,Ganpatipule,Maharashtra
Hotel Little Wing,14,Standard Room,Gangtok,INDIA,Paljor Stadium Road,Sikkim
Hotel Aakriti,16,Regular Room,Dharamshala,INDIA,Cantt. Road,HimachalPradesh
Hotel Hill Town,16,Deluxe Room,Dharamshala,INDIA,Mcleodganj Mall,HimachalPradesh
Jungle Book Resort,10,AC Room,Goa,INDIA,South Goa Vicinity,Goa
OYO Rooms Mapusa Panjim Highway,15,Standard Room AC,Goa,INDIA,Anjuna Beach-North Goa,Goa
Hotel Raj Palace,0,RAJ SUPER DELUX A/C,Dwarka,INDIA,Near Swaminarayan Temple,Gujarat
Hotel Snow Crest Inn,12,Deluxe Room,Dharamshala,INDIA,Naddi Village,HimachalPradesh
